"title"	"year"	"length"	"budget"	"rating"	"votes"	"r1"	"r2"	"r3"	"r4"	"r5"	"r6"	"r7"	"r8"	"r9"	"r10"	"mpaa"	"Action"	"Animation"	"Comedy"	"Drama"	"Documentary"	"Romance"	"Short"
"Hans och hennes"	2001	96	NA	5.7	298	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	4.5	4.5	""	0	0	0	1	0	0	0
"Lemony Snicket's A Series of Unfortunate Events"	2004	108	125000000	6.7	8402	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	"PG"	0	0	1	0	0	0	0
"Headlights"	1999	1	NA	6.8	8	0	0	0	0	24.5	24.5	0	24.5	24.5	0	""	0	1	0	0	0	0	1
"Least of These, The"	2002	20	NA	6.8	64	0	4.5	0	0	0	4.5	4.5	4.5	14.5	64.5	""	0	0	0	1	0	0	1
"Magic Pearl, The"	1997	90	NA	1.5	11	14.5	4.5	0	0	0	0	4.5	4.5	14.5	34.5	""	0	1	0	0	0	0	0
"Afskedens time"	1973	79	NA	5.9	5	0	0	0	0	44.5	64.5	0	0	0	0	""	0	0	0	0	0	0	0
"Origin of Man, The"	2000	78	NA	5.6	11	4.5	0	0	0	24.5	4.5	4.5	4.5	0	34.5	""	0	0	0	1	0	0	0
"Blood of Jesus, The"	1941	68	5000	4.5	44	4.5	14.5	14.5	14.5	14.5	24.5	4.5	4.5	4.5	4.5	""	0	0	0	1	0	0	0
"Dance of the Cookoos"	1982	91	NA	6.4	5	0	0	0	0	0	44.5	44.5	24.5	0	0	""	0	0	1	0	0	0	0
"Pizza passionata"	2001	14	NA	6.3	28	0	0	0	0	24.5	14.5	34.5	14.5	14.5	0	""	0	1	0	0	0	0	1
"Can que"	1978	107	NA	7.3	128	4.5	4.5	4.5	4.5	4.5	4.5	24.5	14.5	14.5	24.5	""	0	0	0	0	0	0	0
"Lockdown"	2000	105	NA	5.9	220	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	14.5	"R"	0	0	0	1	0	0	0
"A & P"	1996	17	NA	5.6	26	4.5	4.5	0	0	14.5	24.5	24.5	4.5	14.5	4.5	""	0	0	0	1	0	0	1
"Freestyle"	1996	12	NA	7.2	5	0	0	0	0	0	0	84.5	0	0	24.5	""	0	0	0	1	0	0	1
"Bloodlust: Subspecies III"	1994	83	NA	4.5	195	4.5	4.5	4.5	14.5	14.5	4.5	14.5	14.5	4.5	14.5	""	0	0	0	0	0	0	0
"Skoda"	2002	39	NA	4.5	8	0	0	0	24.5	24.5	14.5	0	14.5	14.5	14.5	""	0	0	0	0	0	0	1
"Blondie in the Dough"	1947	72	NA	6.1	38	0	4.5	4.5	4.5	24.5	14.5	34.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Killer's Kiss"	1955	67	75000	6.6	1871	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Dorotheas Rache"	1974	92	NA	6.2	13	0	0	4.5	0	14.5	14.5	24.5	0	14.5	24.5	""	0	0	0	1	0	0	0
"Spinach Roadster, The"	1936	6	NA	6.1	6	0	0	14.5	0	0	0	45.5	0	0	34.5	""	0	1	1	0	0	0	1
"Go Getter, The"	1937	92	NA	6.6	17	0	0	0	0	4.5	24.5	24.5	14.5	14.5	4.5	""	0	0	1	0	0	1	0
"Duda, La"	1972	92	NA	5.4	5	0	0	0	0	24.5	0	0	0	24.5	64.5	""	0	0	0	1	0	0	0
"Hat, Coat, and Glove"	1934	65	NA	5.3	18	0	4.5	4.5	24.5	14.5	24.5	14.5	14.5	0	0	""	0	0	0	1	0	0	0
"Hoi Maya"	2004	12	NA	7.5	5	0	0	0	0	24.5	0	0	44.5	0	44.5	""	0	0	0	0	0	0	1
"Cat Murkil and the Silks"	1976	102	NA	1.9	12	34.5	24.5	14.5	0	14.5	0	0	4.5	0	0	""	0	0	0	1	0	0	0
"Crush Proof"	1999	91	NA	4.9	46	4.5	4.5	4.5	4.5	14.5	4.5	14.5	14.5	14.5	14.5	""	0	0	0	0	0	0	0
"Des gens sans importance"	1955	101	NA	8.1	36	0	0	0	0	4.5	4.5	24.5	24.5	34.5	14.5	""	0	0	0	1	0	0	0
"Baroness and the Butler, The"	1938	75	NA	6	19	4.5	0	4.5	4.5	14.5	14.5	34.5	14.5	0	4.5	""	0	0	1	1	0	1	0
"Salty"	1975	90	NA	4.9	9	0	0	0	24.5	14.5	34.5	0	14.5	0	24.5	""	0	0	1	1	0	0	0
"Cold Light of Day"	1989	79	NA	4	7	0	14.5	0	44.5	0	0	14.5	14.5	0	14.5	""	0	0	0	0	0	0	0
"Hired to Kill"	1992	91	NA	3.7	55	4.5	4.5	24.5	24.5	14.5	4.5	0	4.5	4.5	24.5	""	1	0	1	0	0	0	0
"Steppenwolf"	1974	107	NA	5.9	109	4.5	4.5	4.5	4.5	4.5	14.5	4.5	14.5	14.5	34.5	""	0	0	0	1	0	0	0
"711 Ocean Drive"	1950	102	NA	7	48	0	0	0	4.5	4.5	14.5	24.5	34.5	4.5	4.5	""	0	0	0	1	0	0	0
"Unsuspected, The"	1947	103	NA	7.2	200	4.5	0	4.5	4.5	4.5	14.5	34.5	24.5	14.5	4.5	""	0	0	0	1	0	0	0
"Femme de l'aviateur, La"	1981	104	NA	7.6	224	4.5	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Caught From Behind 4"	1985	76	NA	6.3	10	14.5	0	0	14.5	0	14.5	0	0	14.5	64.5	""	0	0	0	0	0	0	0
"Delta Force 3: The Killing Game"	1991	97	NA	2.8	119	34.5	14.5	14.5	4.5	4.5	14.5	4.5	4.5	4.5	4.5	""	1	0	0	0	0	0	0
"African-American Idol: The Search for the Next Black Leader"	2003	17	NA	2	9	44.5	14.5	14.5	0	24.5	0	14.5	0	0	0	""	0	0	1	0	0	0	1
"Gunsmoke Ranch"	1937	53	35000	4.9	8	0	0	14.5	24.5	34.5	14.5	14.5	0	0	0	""	0	0	0	0	0	0	0
"Road to Wellville, The"	1994	118	NA	5.2	3056	4.5	4.5	4.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Murder by Proxy"	1954	87	NA	5.2	9	0	14.5	0	24.5	34.5	0	24.5	0	0	14.5	""	0	0	0	1	0	0	0
"Gasoloons"	1936	16	NA	4.7	6	0	0	14.5	14.5	14.5	34.5	0	14.5	0	0	""	0	0	1	0	0	0	1
"Box-Office Bunny"	1990	5	NA	5.9	53	4.5	4.5	4.5	14.5	4.5	14.5	24.5	14.5	4.5	4.5	""	0	1	1	0	0	0	1
"Tree Shade"	1998	30	NA	4.3	6	0	14.5	14.5	0	0	0	0	0	0	64.5	""	0	0	0	0	0	0	1
"Gimaghin sanaedeul"	1998	107	NA	6.9	9	14.5	0	0	0	0	24.5	24.5	14.5	14.5	24.5	""	0	0	0	1	0	0	0
"Blue Collar Comedy Tour: The Movie"	2003	105	NA	7.6	804	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	34.5	"PG-13"	0	0	1	0	1	0	0
"Last Supper"	1992	60	NA	7	45	4.5	4.5	4.5	0	4.5	14.5	24.5	24.5	24.5	14.5	""	0	0	0	0	0	0	0
"Anuradha"	1960	141	NA	9.2	6	0	0	0	0	0	0	14.5	0	34.5	45.5	""	0	0	0	1	0	0	0
"Cocaine Cowboys"	1979	87	NA	3.4	21	24.5	14.5	14.5	4.5	14.5	0	0	4.5	4.5	4.5	""	0	0	0	1	0	0	0
"Hazal"	1979	90	NA	7.4	11	4.5	0	0	0	0	4.5	4.5	24.5	4.5	34.5	""	0	0	0	1	0	0	0
"Girl Play"	2004	80	1000000	3.3	63	4.5	0	0	0	4.5	4.5	4.5	14.5	14.5	45.5	""	0	0	1	0	0	0	0
"Donneuse, La"	1975	74	NA	5.1	6	14.5	0	14.5	0	14.5	14.5	14.5	0	0	14.5	""	0	0	0	1	0	0	0
"Illegal"	1955	88	NA	6.8	35	4.5	0	0	4.5	4.5	34.5	24.5	24.5	4.5	4.5	""	0	0	0	1	0	0	0
"Satan in High Heels"	1962	90	NA	7.6	27	4.5	4.5	0	4.5	0	4.5	14.5	14.5	14.5	34.5	""	0	0	0	1	0	0	0
"Girl Wrestler"	2003	56	230000	8	8	0	0	0	0	14.5	0	24.5	14.5	34.5	14.5	""	0	0	0	0	1	0	0
"Scherzo - Verwitterte Melodie"	1943	10	NA	8.9	5	0	0	0	0	0	0	24.5	0	44.5	44.5	""	0	1	0	0	0	0	1
"Bel Ami"	1976	104	NA	3.7	23	4.5	14.5	14.5	14.5	24.5	4.5	4.5	0	0	14.5	""	0	0	1	0	0	0	0
"Saturn 3"	1980	88	NA	4.4	1089	4.5	4.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Picasso Summer, The"	1969	90	NA	5.5	34	4.5	4.5	4.5	4.5	4.5	14.5	4.5	14.5	4.5	24.5	""	0	0	0	1	0	0	0
"Mestari"	1992	109	NA	3.4	10	14.5	14.5	24.5	24.5	24.5	14.5	14.5	0	0	0	""	0	0	0	1	0	0	0
"No Exit"	1962	85	NA	4.7	8	0	0	0	14.5	24.5	14.5	14.5	14.5	24.5	0	""	0	0	0	1	0	0	0
"Mindfield"	1989	92	NA	4	42	4.5	14.5	14.5	14.5	14.5	4.5	14.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Saga of Windwagon Smith, The"	1961	13	NA	7	5	0	0	0	0	24.5	0	0	24.5	24.5	44.5	""	0	1	0	0	0	0	1
"Saint Jack"	1979	112	NA	6.5	222	4.5	0	4.5	4.5	4.5	14.5	14.5	24.5	4.5	24.5	""	0	0	0	1	0	0	0
"Dostoyanie respubliki"	1971	138	NA	7	33	4.5	0	0	4.5	4.5	4.5	14.5	24.5	14.5	24.5	""	1	0	0	0	0	0	0
"Klein Erna auf dem Jungfernstieg"	1969	87	NA	3.1	12	44.5	14.5	14.5	0	4.5	4.5	0	0	4.5	0	""	0	0	1	0	0	0	0
"Hersey cok guzel olacak"	1999	109	NA	7.7	347	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	44.5	""	0	0	1	1	0	0	0
"Birds Do It"	1966	88	NA	4.4	19	14.5	4.5	14.5	14.5	34.5	0	4.5	4.5	0	14.5	""	0	0	1	0	0	0	0
"...ya no puede caminar."	2001	14	NA	7.1	35	4.5	0	4.5	4.5	14.5	14.5	4.5	14.5	4.5	34.5	""	0	0	0	0	0	0	1
"Se jiang II zhi xie mei gui"	1994	90	NA	2.6	6	34.5	14.5	0	0	34.5	0	0	14.5	0	0	""	0	0	0	0	0	0	0
"Sabotage Agent"	1943	103	NA	6.7	73	4.5	4.5	0	4.5	4.5	14.5	24.5	34.5	4.5	4.5	""	0	0	0	1	0	0	0
"A Banna"	1980	90	NA	7	5	0	0	0	44.5	0	0	24.5	0	0	44.5	""	0	0	0	0	0	0	0
"Mir nach, Canaillen!"	1964	103	NA	6	6	0	0	0	0	0	84.5	0	14.5	0	0	""	0	0	1	0	0	0	0
"Death of a Nation: The Timor Conspiracy"	1994	60	NA	7	16	0	0	0	0	0	14.5	14.5	0	4.5	64.5	""	0	0	0	0	1	0	0
"Message from Outer Space, A"	2004	10	NA	7.4	8	0	0	0	0	24.5	24.5	14.5	0	0	34.5	""	0	0	0	0	0	0	1
"Druga Zikina dinastija"	1986	90	NA	3.4	17	14.5	4.5	0	4.5	4.5	4.5	0	4.5	0	45.5	""	0	0	1	0	0	0	0
"Sissy's Hot Summer"	1979	69	NA	7.1	5	0	0	0	0	0	24.5	64.5	0	24.5	0	""	0	0	0	0	0	0	0
"Showgirl Murders"	1996	82	NA	2.8	38	14.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5	0	14.5	"R"	1	0	0	0	0	0	0
"Glass Web, The"	1953	78	NA	6.1	46	0	0	4.5	4.5	14.5	34.5	24.5	4.5	4.5	0	""	0	0	0	1	0	0	0
"Viktor und Viktoria"	1933	100	NA	7.9	34	0	0	0	0	4.5	4.5	14.5	45.5	14.5	14.5	""	0	0	1	0	0	0	0
"No yohna mono"	1981	103	NA	6.2	5	0	0	0	0	24.5	0	24.5	24.5	0	44.5	""	0	0	1	0	0	0	0
"Fueling the Fire"	2002	22	NA	7.7	17	0	4.5	0	0	4.5	0	14.5	34.5	14.5	24.5	""	0	0	0	1	0	0	1
"Triple Cross"	1967	126	NA	6.2	165	4.5	0	4.5	4.5	14.5	24.5	14.5	24.5	4.5	4.5	""	1	0	0	1	0	0	0
"Gori vatra"	2003	105	NA	7	217	4.5	4.5	0	4.5	4.5	14.5	24.5	24.5	14.5	24.5	""	0	0	1	1	0	0	0
"Amour existe, L'"	1960	21	NA	7.6	29	0	0	4.5	0	4.5	4.5	24.5	24.5	14.5	14.5	""	0	0	0	0	1	0	1
"Uncle Joe Shannon"	1978	108	NA	4.2	29	4.5	14.5	4.5	4.5	4.5	24.5	14.5	14.5	4.5	24.5	""	0	0	0	1	0	0	0
"Bad Sister, The"	1931	68	NA	6.5	121	4.5	4.5	4.5	4.5	4.5	14.5	34.5	34.5	14.5	4.5	""	0	0	0	1	0	0	0
"Fake, The"	1953	80	NA	5.4	10	0	0	14.5	14.5	24.5	44.5	14.5	14.5	0	0	""	0	0	0	1	0	0	0
"Late Great Planet Earth, The"	1979	90	NA	3.5	60	24.5	14.5	14.5	14.5	4.5	4.5	14.5	4.5	4.5	14.5	""	0	0	0	0	1	0	0
"Bhagwat Geeta"	1993	140	NA	8.8	5	0	0	0	24.5	0	0	0	0	0	84.5	""	0	0	0	0	0	0	0
"Big Shots"	1987	94	NA	4.9	125	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5	""	0	0	1	1	0	0	0
"Disparus de Saint-Agil, Les"	1938	100	NA	7.2	67	4.5	4.5	0	0	4.5	4.5	14.5	34.5	14.5	14.5	""	0	0	0	0	0	0	0
"Faust"	1994	97	NA	7.3	411	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	24.5	24.5	""	0	1	0	0	0	0	0
"Somewhere in the City"	1998	94	NA	4.6	65	14.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	4.5	14.5	"R"	0	0	1	1	0	0	0
"Bouba"	1987	88	NA	7.1	8	0	0	0	34.5	24.5	14.5	0	14.5	14.5	0	""	0	0	0	1	0	0	0
"Radio Stars on Parade"	1945	69	NA	7.1	9	0	0	14.5	14.5	14.5	14.5	24.5	24.5	0	14.5	""	0	0	1	0	0	0	0
"Another Chance"	1989	99	NA	5	51	4.5	4.5	4.5	14.5	14.5	4.5	4.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Incubus, The"	1981	93	NA	4	226	14.5	4.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Anna Karenina"	1934	89	NA	5.6	5	24.5	0	0	0	0	24.5	44.5	0	0	24.5	""	0	0	0	1	0	0	0
"Dakhtaran-e khorshid"	2000	92	NA	7	22	0	0	0	14.5	4.5	24.5	4.5	24.5	14.5	4.5	""	0	0	0	1	0	0	0
"Lilly Turner"	1933	65	NA	6	30	0	0	4.5	14.5	14.5	14.5	14.5	24.5	4.5	14.5	""	0	0	0	1	0	0	0
"Narayama bushiko"	1958	98	NA	7.8	54	4.5	0	0	0	0	4.5	14.5	14.5	14.5	44.5	""	0	0	0	1	0	0	0
"Drei Herren"	1998	90	NA	6.8	84	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	14.5	""	0	0	1	0	0	0	0
"Tintin et le lac aux requins"	1972	81	NA	5.7	131	0	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5	""	0	1	0	0	0	0	0
"Kid Millions"	1934	90	NA	6.3	67	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5	""	0	0	1	0	0	0	0
"Short Cuts"	1993	190	NA	7.6	8165	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	""	0	0	0	1	0	0	0
"John Goldfarb, Please Come Home"	1965	96	4000000	4.8	170	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	24.5	""	0	0	1	0	0	0	0
"Legal Eagles"	1986	116	35000000	5.6	2132	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	4.5	4.5	""	0	0	1	0	0	1	0
"Temps des bouffons, Le"	1985	15	NA	7.1	55	4.5	4.5	0	4.5	4.5	4.5	0	14.5	4.5	45.5	""	0	0	0	0	0	0	1
"Papesse, La"	1975	95	NA	4.5	8	0	0	0	24.5	0	24.5	24.5	14.5	0	14.5	""	0	0	0	0	0	0	0
"Think Big"	1990	86	NA	3.9	121	14.5	14.5	4.5	14.5	14.5	14.5	4.5	4.5	4.5	14.5	""	0	0	1	0	0	0	0
"On an Island with You"	1948	107	NA	6.2	70	0	4.5	4.5	4.5	14.5	14.5	34.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Dazhe ne dumay!"	2003	82	NA	4.3	50	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	14.5	""	0	0	1	0	0	0	0
"Meine Schwester Maria"	2002	90	NA	6.7	43	4.5	0	4.5	4.5	4.5	14.5	4.5	4.5	14.5	34.5	""	0	0	0	1	1	0	0
"Persistence of Memory, The"	1998	5	NA	6	5	0	0	0	0	24.5	44.5	0	44.5	0	0	""	0	0	0	0	0	0	1
"Seven Chances"	1925	56	NA	7.9	545	4.5	4.5	0	4.5	4.5	4.5	14.5	24.5	24.5	24.5	""	0	0	1	0	0	0	0
"Happiness"	1998	134	3000000	7.7	11737	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	""	0	0	1	1	0	0	0
"Heaven's Neighbors"	2001	115	NA	4.9	128	24.5	4.5	4.5	0	0	0	0	4.5	44.5	14.5	""	0	0	0	0	0	0	0
"Funny Little Bunnies"	1934	7	NA	6.9	51	0	0	4.5	4.5	4.5	14.5	34.5	14.5	4.5	14.5	""	0	1	0	0	0	0	1
"Big Show, The"	1936	70	NA	5.5	29	0	4.5	0	24.5	14.5	34.5	4.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Moros y cristianos"	1987	116	NA	5.5	55	4.5	4.5	4.5	4.5	14.5	34.5	14.5	4.5	4.5	4.5	""	0	0	1	0	0	0	0
"Tamo i natrag"	1978	93	NA	6.9	5	0	0	0	0	0	24.5	84.5	0	0	0	""	0	0	0	1	0	0	0
"Al sur de Granada"	2003	111	NA	6.5	116	4.5	4.5	4.5	4.5	4.5	14.5	34.5	14.5	4.5	4.5	""	0	0	1	1	0	1	0
"Tafelspitz"	1994	99	NA	7.7	26	4.5	0	4.5	0	4.5	4.5	14.5	14.5	4.5	44.5	""	0	0	0	0	0	0	0
"Comedians in Africa, The"	1967	11	NA	6.8	27	0	0	0	4.5	24.5	14.5	14.5	14.5	14.5	14.5	""	0	0	0	0	1	0	1
"Money Talks!"	1951	12	NA	1.6	11	64.5	24.5	0	0	0	0	0	0	0	4.5	""	0	0	0	0	0	0	1
"Small Town Girls"	1979	82	NA	7.5	6	0	0	0	0	0	45.5	14.5	0	0	34.5	""	0	0	0	0	0	0	0
"Grand bonheur"	1993	165	NA	5.9	14	14.5	4.5	0	14.5	24.5	0	14.5	14.5	0	14.5	""	0	0	1	1	0	0	0
"Judge Hardy's Children"	1938	78	NA	6.2	36	0	0	0	4.5	14.5	34.5	34.5	14.5	4.5	4.5	""	0	0	1	1	0	0	0
"Demonio, Il"	1963	94	NA	4.3	9	0	14.5	0	0	14.5	14.5	14.5	44.5	0	14.5	""	0	0	0	0	0	0	0
"Order of the Eagle"	1989	82	NA	3.1	13	34.5	4.5	0	4.5	0	14.5	4.5	0	4.5	14.5	""	0	0	0	0	0	0	0
"7 jin gong"	1994	90	NA	5.4	67	4.5	0	4.5	4.5	4.5	34.5	14.5	4.5	4.5	14.5	""	1	0	0	0	0	0	0
"EarthQuake!"	2002	2	NA	6.3	24	14.5	4.5	4.5	4.5	14.5	4.5	4.5	24.5	4.5	14.5	""	0	0	1	0	0	0	1
"Highwayman, The"	2000	94	NA	3.5	96	14.5	14.5	14.5	14.5	4.5	4.5	14.5	4.5	4.5	4.5	"R"	0	0	1	1	0	0	0
"Finishing Touch, The"	1992	81	NA	4.6	26	4.5	4.5	4.5	4.5	24.5	4.5	4.5	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Silencers, The"	1966	102	NA	5.5	395	4.5	4.5	4.5	4.5	14.5	24.5	34.5	4.5	4.5	4.5	""	1	0	1	0	0	0	0
"Desiertos mares"	1995	93	NA	5.8	15	24.5	0	4.5	0	4.5	0	14.5	14.5	24.5	24.5	""	0	0	0	1	0	0	0
"Okay for Sound"	1946	20	NA	6.1	18	14.5	0	0	0	14.5	14.5	44.5	4.5	0	14.5	""	0	0	0	0	1	0	1
"You and Your Senses of Smell and Taste"	1955	8	NA	8	5	0	0	0	0	0	24.5	24.5	24.5	0	44.5	""	0	1	0	0	0	0	1
"Pyx, The"	1973	108	NA	5.5	56	4.5	4.5	4.5	14.5	4.5	24.5	4.5	14.5	4.5	4.5	""	0	0	0	0	0	0	0
"Rage of Vengeance"	1993	85	NA	1.8	11	44.5	14.5	4.5	14.5	4.5	0	0	0	0	0	""	0	0	0	0	0	0	0
"Charlie Chan at Treasure Island"	1939	72	120000	7.4	206	4.5	4.5	0	4.5	4.5	4.5	14.5	14.5	24.5	34.5	""	0	0	0	0	0	0	0
"Profondo rosso"	1975	98	NA	7.4	2242	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	34.5	""	0	0	0	0	0	0	0
"Feed the Kitty"	1952	7	NA	8.5	185	0	0	4.5	0	4.5	4.5	14.5	14.5	14.5	44.5	""	0	1	1	0	0	0	1
"Anima"	2003	26	50000	7.9	12	4.5	0	4.5	0	0	0	14.5	4.5	4.5	45.5	""	0	0	0	1	0	0	1
"Teenagers from Outer Space"	1959	86	NA	3	391	24.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Sh! The Octopus"	1937	54	NA	5.4	28	0	4.5	14.5	4.5	24.5	14.5	4.5	14.5	4.5	14.5	""	0	0	1	0	0	0	0
"Crime Without Passion"	1934	70	NA	7.1	38	0	0	4.5	4.5	4.5	24.5	14.5	24.5	14.5	4.5	""	0	0	0	1	0	0	0
"Reich"	2001	89	NA	4.4	44	14.5	14.5	4.5	14.5	14.5	24.5	0	4.5	4.5	4.5	""	1	0	0	1	0	0	0
"Heavenly Body, The"	1943	95	NA	6	79	0	4.5	4.5	4.5	14.5	14.5	34.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"On ne meurt que 2 fois"	1985	106	NA	6.9	66	0	0	4.5	4.5	14.5	24.5	34.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Letzte Mann, Der"	1955	105	NA	5.3	11	0	0	4.5	14.5	4.5	24.5	14.5	0	14.5	0	""	0	0	0	1	0	0	0
"Blood Shack"	1971	70	NA	2.3	57	44.5	4.5	4.5	4.5	4.5	4.5	0	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Fukuro"	2003	119	NA	6.5	6	0	0	0	0	0	34.5	45.5	14.5	0	0	""	0	0	0	0	0	0	0
"Mutant Man"	1996	77	NA	2.7	37	74.5	4.5	4.5	4.5	4.5	0	0	4.5	0	4.5	""	0	0	1	0	0	0	0
"Oka Oori Katha"	1977	116	NA	7.5	5	0	0	0	0	0	24.5	44.5	24.5	24.5	0	""	0	0	0	0	0	0	0
"Lookin' to Get Out"	1982	105	17000000	3.6	83	4.5	14.5	14.5	4.5	24.5	4.5	4.5	4.5	4.5	14.5	""	0	0	1	0	0	0	0
"Lauras Stern"	2004	80	NA	6.2	37	0	4.5	4.5	0	4.5	14.5	14.5	14.5	4.5	24.5	""	0	1	0	0	0	0	0
"My Child, My Land"	1998	4	NA	7.4	6	0	0	0	0	0	34.5	34.5	34.5	0	0	""	0	1	0	0	0	0	1
"Backfire"	1950	91	NA	5.7	17	0	4.5	0	4.5	14.5	14.5	24.5	24.5	4.5	0	""	0	0	0	1	0	0	0
"Valley of the Dolls"	1967	123	5000000	5.5	967	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"Gendarme se marie, Le"	1968	92	NA	5.9	336	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Full Clip"	2004	95	500000	4.1	72	14.5	4.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	14.5	"R"	1	0	0	0	0	0	0
"Capitaine Fracasse, Le"	1961	108	NA	6.4	39	0	4.5	4.5	4.5	4.5	14.5	34.5	4.5	14.5	14.5	""	1	0	0	0	0	0	0
"Silent Scream"	1980	87	NA	5	83	4.5	4.5	4.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	""	0	0	0	0	0	0	0
"Bike Boy"	1967	110	NA	5.4	17	14.5	0	0	4.5	0	14.5	14.5	0	14.5	24.5	""	0	0	0	1	0	0	0
"Vampire Blvd."	2004	90	NA	1.1	10	24.5	0	0	0	0	0	0	14.5	0	74.5	""	0	0	0	0	0	0	0
"One Sunday Afternoon"	1948	90	NA	6.7	25	0	0	0	4.5	14.5	24.5	24.5	24.5	0	4.5	""	0	0	0	0	0	1	0
"Mountain Men, The"	1980	102	NA	5.7	211	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	""	0	0	0	0	0	0	0
"Working Girls, The"	1974	81	NA	4.2	82	14.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	4.5	""	0	0	1	0	0	0	0
"Felix"	1982	92	NA	6.7	19	0	0	0	14.5	0	14.5	34.5	34.5	4.5	0	""	0	0	0	1	0	0	0
"Foxy Duckling, The"	1947	7	NA	6.9	12	0	0	0	4.5	0	24.5	24.5	14.5	0	24.5	""	0	1	1	0	0	0	1
"Long Gray Line, The"	1955	138	1748000	6.9	364	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	34.5	""	0	0	0	1	0	0	0
"Pacte du silence, Le"	2003	95	NA	5.8	197	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	""	0	0	0	0	0	0	0
"Klassfesten"	2002	103	NA	5.9	440	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5	""	0	0	1	0	0	0	0
"Face to Face"	1952	89	NA	5.1	8	0	0	0	34.5	34.5	0	14.5	14.5	0	0	""	0	0	0	1	0	0	0
"Group Marriage"	1973	85	NA	3.4	7	14.5	0	0	14.5	14.5	24.5	24.5	0	0	0	""	0	0	1	0	0	0	0
"Nu hei xia huang ying"	1992	89	NA	6.5	9	14.5	24.5	0	0	14.5	0	24.5	34.5	0	0	""	1	0	0	0	0	0	0
"April Showers"	1948	94	NA	6.1	32	0	4.5	0	4.5	14.5	24.5	34.5	14.5	0	4.5	""	0	0	0	0	0	0	0
"Salaryman 6"	2002	17	NA	8.4	5	0	0	0	0	0	0	24.5	44.5	24.5	24.5	""	0	0	0	0	0	0	1
"Alley Cat, The"	1941	9	NA	5.8	7	0	0	0	0	44.5	24.5	14.5	0	14.5	0	""	0	1	1	0	0	0	1
"She Hate Me"	2004	138	NA	4.6	789	24.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	14.5	"R"	0	0	1	1	0	0	0
"Ronda nocturna"	2005	81	NA	6.5	9	0	0	0	14.5	0	24.5	44.5	24.5	0	0	""	0	0	0	0	0	0	0
